ability,trait,value,table_name
Visualization,Non manipulative,,argeeableness
Visualization,Warmth,-0.2449489742783178,argeeableness
Visualization,Interpersonal sensitivity,,argeeableness
Visualization,Customer service,-0.0,argeeableness
Visualization,Trust,,argeeableness
Visualization,Machiavellianism,,argeeableness
Visualization,Self monitoring,-0.0,argeeableness
Visualization,Conscientiousness,-0.2,argeeableness
Visualization,Industriousness,,argeeableness
Visualization,Orderliness,-0.3,argeeableness
Visualization,Achievement,,argeeableness
Visualization,Persistence,,argeeableness
Visualization,Dependability,,argeeableness
Visualization,Cautiousness,-0.1414213562373095,argeeableness
Visualization,Orderliness,,argeeableness
Visualization,Procrastination avoidness,-0.0,argeeableness
Visualization,Routine seeking,-0.3872983346207417,argeeableness
Visualization,Cold efficiency,-0.1414213562373095,argeeableness
Visualization,Judging-Perceiving,-0.2,argeeableness
Visualization,Self control,-0.0,argeeableness
Visualization,Type A,,argeeableness
Visualization,Achievement via Independence,,argeeableness
Visualization,Rugged individualism,,argeeableness
Closure Speed,Agreeableness,,argeeableness
Closure Speed,Compassion,-0.0,argeeableness
Closure Speed,Politeness,-0.0,argeeableness
Closure Speed,Tender Mindedness,-0.2,argeeableness
Closure Speed,Nurturance,,argeeableness
Closure Speed,Cooperation,-0.0,argeeableness
Closure Speed,Lack of aggression,,argeeableness
Closure Speed,Modesty,-0.0,argeeableness
Closure Speed,Non manipulative,,argeeableness
Closure Speed,Warmth,-0.3,argeeableness
Closure Speed,Interpersonal sensitivity,,argeeableness
Closure Speed,Customer service,-0.0,argeeableness
Closure Speed,Trust,,argeeableness
Closure Speed,Machiavellianism,-0.0,argeeableness
Closure Speed,Self monitoring,-0.0,argeeableness
Closure Speed,Conscientiousness,,argeeableness
Closure Speed,Industriousness,,argeeableness
Closure Speed,Orderliness,-0.1,argeeableness
Closure Speed,Achievement,,argeeableness
Closure Speed,Persistence,,argeeableness
Closure Speed,Dependability,,argeeableness
Closure Speed,Cautiousness,-0.1414213562373095,argeeableness
Closure Speed,Orderliness,-0.1,argeeableness
Closure Speed,Procrastination avoidness,-0.0,argeeableness
Closure Speed,Routine seeking,-0.6557438524302001,argeeableness
Closure Speed,Cold efficiency,-0.31622776601683794,argeeableness
Closure Speed,Judging-Perceiving,,argeeableness
Closure Speed,Self control,-0.34641016151377546,argeeableness
Closure Speed,Type A,,argeeableness
Closure Speed,Achievement via Independence,,argeeableness
Closure Speed,Rugged individualism,,argeeableness
Flexibility of Closure,Agreeableness,-0.0,argeeableness
Flexibility of Closure,Compassion,-0.0,argeeableness
Flexibility of Closure,Politeness,-0.2,argeeableness
Flexibility of Closure,Tender Mindedness,,argeeableness
Flexibility of Closure,Nurturance,-0.22360679774997896,argeeableness
Flexibility of Closure,Cooperation,,argeeableness
Flexibility of Closure,Lack of aggression,-0.0,argeeableness
Flexibility of Closure,Modesty,-0.0,argeeableness
Flexibility of Closure,Non manipulative,,argeeableness
Flexibility of Closure,Warmth,-0.1414213562373095,argeeableness
Flexibility of Closure,Interpersonal sensitivity,,argeeableness
Flexibility of Closure,Customer service,-0.0,argeeableness
Flexibility of Closure,Trust,,argeeableness
Flexibility of Closure,Machiavellianism,,argeeableness
Flexibility of Closure,Self monitoring,-0.0,argeeableness
Flexibility of Closure,Conscientiousness,-0.1,argeeableness
Flexibility of Closure,Industriousness,,argeeableness
Flexibility of Closure,Orderliness,-0.2449489742783178,argeeableness
Flexibility of Closure,Achievement,,argeeableness
Flexibility of Closure,Persistence,-0.5196152422706632,argeeableness
Flexibility of Closure,Dependability,,argeeableness
Flexibility of Closure,Cautiousness,-0.22360679774997896,argeeableness
Flexibility of Closure,Orderliness,-0.565685424949238,argeeableness
Flexibility of Closure,Procrastination avoidness,-0.0,argeeableness
Flexibility of Closure,Routine seeking,-0.5196152422706632,argeeableness
Flexibility of Closure,Cold efficiency,-0.31622776601683794,argeeableness
Flexibility of Closure,Judging-Perceiving,-0.43588989435406733,argeeableness
Flexibility of Closure,Self control,,argeeableness
Flexibility of Closure,Type A,-0.0,argeeableness
Flexibility of Closure,Achievement via Independence,,argeeableness
Flexibility of Closure,Rugged individualism,,argeeableness
Spatial Scanning,Agreeableness,,argeeableness
Spatial Scanning,Compassion,-0.0,argeeableness
Spatial Scanning,Politeness,-0.0,argeeableness
Spatial Scanning,Tender Mindedness,-0.0,argeeableness
Spatial Scanning,Nurturance,-0.22360679774997896,argeeableness
Spatial Scanning,Cooperation,-0.0,argeeableness
Spatial Scanning,Lack of aggression,-0.1,argeeableness
Spatial Scanning,Modesty,-0.37416573867739417,argeeableness
Spatial Scanning,Non manipulative,,argeeableness
Spatial Scanning,Warmth,-0.4472135954999579,argeeableness
Spatial Scanning,Interpersonal sensitivity,-0.0,argeeableness
Spatial Scanning,Customer service,-0.0,argeeableness
Spatial Scanning,Trust,,argeeableness
Spatial Scanning,Machiavellianism,-0.0,argeeableness
Spatial Scanning,Self monitoring,-0.0,argeeableness
Spatial Scanning,Conscientiousness,-0.1414213562373095,argeeableness
Spatial Scanning,Industriousness,-0.0,argeeableness
Spatial Scanning,Orderliness,-0.34641016151377546,argeeableness
Spatial Scanning,Achievement,,argeeableness
Spatial Scanning,Persistence,,argeeableness
Spatial Scanning,Dependability,-0.0,argeeableness
Spatial Scanning,Cautiousness,,argeeableness
Spatial Scanning,Orderliness,,argeeableness
Spatial Scanning,Procrastination avoidness,-0.0,argeeableness
Spatial Scanning,Routine seeking,-0.0,argeeableness
Spatial Scanning,Cold efficiency,-0.0,argeeableness
Spatial Scanning,Judging-Perceiving,-0.0,argeeableness
Spatial Scanning,Self control,-0.2,argeeableness
Spatial Scanning,Type A,-0.0,argeeableness
Spatial Scanning,Achievement via Independence,-0.0,argeeableness
Spatial Scanning,Rugged individualism,,argeeableness
Perceptual Illusions,Agreeableness,-0.1414213562373095,argeeableness
Perceptual Illusions,Compassion,-0.0,argeeableness
Perceptual Illusions,Politeness,-0.0,argeeableness
Perceptual Illusions,Tender Mindedness,-0.0,argeeableness
Perceptual Illusions,Nurturance,-0.0,argeeableness
Perceptual Illusions,Cooperation,-0.0,argeeableness
Perceptual Illusions,Lack of aggression,-0.0,argeeableness
Perceptual Illusions,Modesty,-0.0,argeeableness
Perceptual Illusions,Non manipulative,-0.0,argeeableness
Perceptual Illusions,Warmth,-0.0,argeeableness
Perceptual Illusions,Interpersonal sensitivity,,argeeableness
Perceptual Illusions,Customer service,-0.0,argeeableness
Perceptual Illusions,Trust,-0.0,argeeableness
Perceptual Illusions,Machiavellianism,-0.0,argeeableness
Perceptual Illusions,Self monitoring,-0.0,argeeableness
Perceptual Illusions,Conscientiousness,,argeeableness
Perceptual Illusions,Industriousness,,argeeableness
Perceptual Illusions,Orderliness,-0.0,argeeableness
Perceptual Illusions,Achievement,-0.0,argeeableness
Perceptual Illusions,Persistence,-0.0,argeeableness
Perceptual Illusions,Dependability,,argeeableness
Perceptual Illusions,Cautiousness,-0.0,argeeableness
Perceptual Illusions,Orderliness,-0.0,argeeableness
Perceptual Illusions,Procrastination avoidness,-0.0,argeeableness
Perceptual Illusions,Routine seeking,-0.37416573867739417,argeeableness
Perceptual Illusions,Cold efficiency,-0.0,argeeableness
Perceptual Illusions,Judging-Perceiving,-0.0,argeeableness
Perceptual Illusions,Self control,-0.2,argeeableness
Perceptual Illusions,Type A,-0.0,argeeableness
Perceptual Illusions,Achievement via Independence,,argeeableness
Perceptual Illusions,Rugged individualism,,argeeableness
Visual Memory,Agreeableness,-0.22360679774997896,argeeableness
Visual Memory,Compassion,-0.0,argeeableness
Visual Memory,Politeness,-0.0,argeeableness
Visual Memory,Tender Mindedness,-0.0,argeeableness
Visual Memory,Nurturance,-0.0,argeeableness
Visual Memory,Cooperation,-0.0,argeeableness
Visual Memory,Lack of aggression,-0.0,argeeableness
Visual Memory,Modesty,-0.0,argeeableness
Visual Memory,Non manipulative,-0.1414213562373095,argeeableness
Visual Memory,Warmth,-0.3,argeeableness
Visual Memory,Interpersonal sensitivity,-0.0,argeeableness
Visual Memory,Customer service,-0.0,argeeableness
Visual Memory,Trust,,argeeableness
Visual Memory,Machiavellianism,-0.0,argeeableness
Visual Memory,Self monitoring,-0.0,argeeableness
Visual Memory,Conscientiousness,,argeeableness
Visual Memory,Industriousness,,argeeableness
Visual Memory,Orderliness,-0.2,argeeableness
Visual Memory,Achievement,-0.0,argeeableness
Visual Memory,Persistence,-0.0,argeeableness
Visual Memory,Dependability,-0.0,argeeableness
Visual Memory,Cautiousness,,argeeableness
Visual Memory,Orderliness,-0.0,argeeableness
Visual Memory,Procrastination avoidness,-0.0,argeeableness
Visual Memory,Routine seeking,-0.0,argeeableness
Visual Memory,Cold efficiency,-0.0,argeeableness
Visual Memory,Judging-Perceiving,-0.3,argeeableness
Visual Memory,Self control,-0.0,argeeableness
Visual Memory,Type A,-0.0,argeeableness
Visual Memory,Achievement via Independence,-0.0,argeeableness
Visual Memory,Rugged individualism,-0.0,argeeableness
Auditory Processing,Agreeableness,-0.0,argeeableness
Auditory Processing,Compassion,-0.0,argeeableness
Auditory Processing,Politeness,-0.0,argeeableness
Auditory Processing,Tender Mindedness,-0.0,argeeableness
Auditory Processing,Nurturance,-0.0,argeeableness
Auditory Processing,Cooperation,-0.0,argeeableness
Auditory Processing,Lack of aggression,-0.0,argeeableness
Auditory Processing,Modesty,-0.0,argeeableness
Auditory Processing,Non manipulative,-0.43588989435406733,argeeableness
Auditory Processing,Warmth,,argeeableness
Auditory Processing,Interpersonal sensitivity,,argeeableness
Auditory Processing,Customer service,-0.0,argeeableness
Auditory Processing,Trust,-0.282842712474619,argeeableness
Auditory Processing,Machiavellianism,-0.0,argeeableness
Auditory Processing,Self monitoring,-0.0,argeeableness
Auditory Processing,Conscientiousness,-0.0,argeeableness
Auditory Processing,Industriousness,-0.0,argeeableness
Auditory Processing,Orderliness,-0.1414213562373095,argeeableness
Auditory Processing,Achievement,,argeeableness
Auditory Processing,Persistence,-0.0,argeeableness
Auditory Processing,Dependability,-0.0,argeeableness
Auditory Processing,Cautiousness,-0.0,argeeableness
Auditory Processing,Orderliness,-0.0,argeeableness
Auditory Processing,Procrastination avoidness,-0.0,argeeableness
Auditory Processing,Routine seeking,-0.0,argeeableness
Auditory Processing,Cold efficiency,-0.0,argeeableness
Auditory Processing,Judging-Perceiving,-0.7874007874011811,argeeableness
Auditory Processing,Self control,-0.0,argeeableness
Auditory Processing,Type A,-0.0,argeeableness
Auditory Processing,Achievement via Independence,-0.0,argeeableness
Auditory Processing,Rugged individualism,,argeeableness
Processing Speed,Agreeableness,-0.22360679774997896,argeeableness
Processing Speed,Compassion,,argeeableness
Processing Speed,Politeness,-0.0,argeeableness
Processing Speed,Tender Mindedness,-0.0,argeeableness
Processing Speed,Nurturance,-0.0,argeeableness
Processing Speed,Cooperation,,argeeableness
Processing Speed,Lack of aggression,-0.3,argeeableness
Processing Speed,Modesty,-0.0,argeeableness
Processing Speed,Non manipulative,-0.0,argeeableness
Processing Speed,Warmth,-0.0,argeeableness
Processing Speed,Interpersonal sensitivity,,argeeableness
Processing Speed,Customer service,,argeeableness
Processing Speed,Trust,-0.3,argeeableness
Processing Speed,Machiavellianism,-0.0,argeeableness
Processing Speed,Self monitoring,-0.0,argeeableness
Processing Speed,Conscientiousness,,argeeableness
Processing Speed,Industriousness,-0.0,argeeableness
Processing Speed,Orderliness,-0.36055512754639896,argeeableness
Processing Speed,Achievement,,argeeableness
Processing Speed,Persistence,,argeeableness
Processing Speed,Dependability,,argeeableness
Processing Speed,Cautiousness,-0.33166247903553997,argeeableness
Processing Speed,Orderliness,,argeeableness
Processing Speed,Procrastination avoidness,-0.0,argeeableness
Processing Speed,Routine seeking,-0.0,argeeableness
Processing Speed,Cold efficiency,-0.0,argeeableness
Processing Speed,Judging-Perceiving,-0.5196152422706632,argeeableness
Processing Speed,Self control,-0.0,argeeableness
Processing Speed,Type A,-0.0,argeeableness
Processing Speed,Achievement via Independence,,argeeableness
Processing Speed,Rugged individualism,,argeeableness
Perceptual Speed,Agreeableness,,argeeableness
Perceptual Speed,Compassion,,argeeableness
Perceptual Speed,Politeness,,argeeableness
Perceptual Speed,Tender Mindedness,,argeeableness
Perceptual Speed,Nurturance,,argeeableness
Perceptual Speed,Cooperation,-0.2,argeeableness
Perceptual Speed,Lack of aggression,,argeeableness
Perceptual Speed,Modesty,-0.282842712474619,argeeableness
Perceptual Speed,Non manipulative,,argeeableness
Perceptual Speed,Warmth,,argeeableness
Perceptual Speed,Interpersonal sensitivity,,argeeableness
Perceptual Speed,Customer service,,argeeableness
Perceptual Speed,Trust,,argeeableness
Perceptual Speed,Machiavellianism,,argeeableness
Perceptual Speed,Self monitoring,-0.0,argeeableness
Perceptual Speed,Conscientiousness,,argeeableness
Perceptual Speed,Industriousness,,argeeableness
Perceptual Speed,Orderliness,,argeeableness
Perceptual Speed,Achievement,,argeeableness
Perceptual Speed,Persistence,,argeeableness
Perceptual Speed,Dependability,,argeeableness
Perceptual Speed,Cautiousness,-0.2645751311064591,argeeableness
Perceptual Speed,Orderliness,,argeeableness
Perceptual Speed,Procrastination avoidness,-0.6557438524302001,argeeableness
Perceptual Speed,Routine seeking,-0.5,argeeableness
Perceptual Speed,Cold efficiency,,argeeableness
Perceptual Speed,Judging-Perceiving,,argeeableness
Perceptual Speed,Self control,,argeeableness
Perceptual Speed,Type A,,argeeableness
Perceptual Speed,Achievement via Independence,,argeeableness
Perceptual Speed,Rugged individualism,,argeeableness
Scanning,Agreeableness,,argeeableness
Scanning,Compassion,,argeeableness
Scanning,Politeness,,argeeableness
Scanning,Tender Mindedness,-0.1414213562373095,argeeableness
Scanning,Nurturance,,argeeableness
Scanning,Cooperation,,argeeableness
Scanning,Lack of aggression,,argeeableness
Scanning,Modesty,-0.0,argeeableness
Scanning,Non manipulative,,argeeableness
Scanning,Warmth,,argeeableness
Scanning,Interpersonal sensitivity,-0.0,argeeableness
Scanning,Customer service,-0.2,argeeableness
Scanning,Trust,,argeeableness
Scanning,Machiavellianism,,argeeableness
Scanning,Self monitoring,-0.0,argeeableness
Scanning,Conscientiousness,,argeeableness
Scanning,Industriousness,,argeeableness
Scanning,Orderliness,,argeeableness
Scanning,Achievement,,argeeableness
Scanning,Persistence,,argeeableness
Scanning,Dependability,,argeeableness
Scanning,Cautiousness,-0.1414213562373095,argeeableness
Scanning,Orderliness,,argeeableness
Scanning,Procrastination avoidness,-0.0,argeeableness
Scanning,Routine seeking,-0.0,argeeableness
Scanning,Cold efficiency,-0.37416573867739417,argeeableness
Scanning,Judging-Perceiving,-0.22360679774997896,argeeableness
Scanning,Self control,,argeeableness
Scanning,Type A,-0.0,argeeableness
Scanning,Achievement via Independence,,argeeableness
Scanning,Rugged individualism,-0.3,argeeableness
Pattern Recognition,Agreeableness,-0.37416573867739417,argeeableness
Pattern Recognition,Compassion,-0.0,argeeableness
Pattern Recognition,Politeness,-0.0,argeeableness
Pattern Recognition,Tender Mindedness,-0.0,argeeableness
Pattern Recognition,Nurturance,-0.0,argeeableness
Pattern Recognition,Cooperation,-0.0,argeeableness
Pattern Recognition,Lack of aggression,-0.22360679774997896,argeeableness
Pattern Recognition,Modesty,-0.0,argeeableness
Pattern Recognition,Non manipulative,-0.0,argeeableness
Pattern Recognition,Warmth,-0.3,argeeableness
Pattern Recognition,Interpersonal sensitivity,-0.0,argeeableness
Pattern Recognition,Customer service,-0.0,argeeableness
Pattern Recognition,Trust,-0.0,argeeableness
Pattern Recognition,Machiavellianism,-0.0,argeeableness
Pattern Recognition,Self monitoring,-0.0,argeeableness
Pattern Recognition,Conscientiousness,-0.43588989435406733,argeeableness
Pattern Recognition,Industriousness,-0.17320508075688773,argeeableness
Pattern Recognition,Orderliness,-0.0,argeeableness
Pattern Recognition,Achievement,-0.0,argeeableness
Pattern Recognition,Persistence,-0.0,argeeableness
Pattern Recognition,Dependability,-0.0,argeeableness
Pattern Recognition,Cautiousness,-0.43588989435406733,argeeableness
Pattern Recognition,Orderliness,-0.0,argeeableness
Pattern Recognition,Procrastination avoidness,-0.0,argeeableness
Pattern Recognition,Routine seeking,-0.0,argeeableness
Pattern Recognition,Cold efficiency,-0.0,argeeableness
Pattern Recognition,Judging-Perceiving,-0.0,argeeableness
Pattern Recognition,Self control,-0.0,argeeableness
Pattern Recognition,Type A,-0.0,argeeableness
Pattern Recognition,Achievement via Independence,-0.0,argeeableness
Pattern Recognition,Rugged individualism,-0.3,argeeableness
Number Facility,Agreeableness,,argeeableness
Number Facility,Compassion,,argeeableness
Number Facility,Politeness,-0.0,argeeableness
Number Facility,Tender Mindedness,-0.0,argeeableness
Number Facility,Nurturance,-0.0,argeeableness
Number Facility,Cooperation,,argeeableness
Number Facility,Lack of aggression,-0.0,argeeableness
Number Facility,Modesty,-0.0,argeeableness
Number Facility,Non manipulative,,argeeableness
Number Facility,Warmth,,argeeableness
Number Facility,Interpersonal sensitivity,-0.22360679774997896,argeeableness
Number Facility,Customer service,-0.0,argeeableness
Number Facility,Trust,,argeeableness
Number Facility,Machiavellianism,,argeeableness
Number Facility,Self monitoring,-0.0,argeeableness
Number Facility,Conscientiousness,,argeeableness
Number Facility,Industriousness,,argeeableness
Number Facility,Orderliness,,argeeableness
Number Facility,Achievement,,argeeableness
Number Facility,Persistence,,argeeableness
Number Facility,Dependability,,argeeableness
Number Facility,Cautiousness,,argeeableness
Number Facility,Orderliness,,argeeableness
Number Facility,Procrastination avoidness,-0.0,argeeableness
Number Facility,Routine seeking,-0.33166247903553997,argeeableness
Number Facility,Cold efficiency,,argeeableness
Number Facility,Judging-Perceiving,-0.17320508075688773,argeeableness
Number Facility,Self control,-0.0,argeeableness
Number Facility,Type A,-0.0,argeeableness
Number Facility,Achievement via Independence,,argeeableness
Number Facility,Rugged individualism,,argeeableness
Reaction and Decision Speed,Agreeableness,-0.1,argeeableness
Reaction and Decision Speed,Compassion,-0.0,argeeableness
Reaction and Decision Speed,Politeness,-0.0,argeeableness
Reaction and Decision Speed,Tender Mindedness,-0.0,argeeableness
Reaction and Decision Speed,Nurturance,-0.0,argeeableness
Reaction and Decision Speed,Cooperation,-0.0,argeeableness
Reaction and Decision Speed,Lack of aggression,-0.0,argeeableness
Reaction and Decision Speed,Modesty,-0.0,argeeableness
Reaction and Decision Speed,Non manipulative,-0.0,argeeableness
Reaction and Decision Speed,Warmth,-0.0,argeeableness
Reaction and Decision Speed,Interpersonal sensitivity,-0.0,argeeableness
Reaction and Decision Speed,Customer service,-0.0,argeeableness
Reaction and Decision Speed,Trust,-0.0,argeeableness
Reaction and Decision Speed,Machiavellianism,-0.0,argeeableness
Reaction and Decision Speed,Self monitoring,-0.0,argeeableness
Reaction and Decision Speed,Conscientiousness,,argeeableness
Reaction and Decision Speed,Industriousness,-0.0,argeeableness
Reaction and Decision Speed,Orderliness,,argeeableness
Reaction and Decision Speed,Achievement,-0.0,argeeableness
Reaction and Decision Speed,Persistence,-0.0,argeeableness
Reaction and Decision Speed,Dependability,-0.0,argeeableness
Reaction and Decision Speed,Cautiousness,-0.4,argeeableness
Reaction and Decision Speed,Orderliness,-0.0,argeeableness
Reaction and Decision Speed,Procrastination avoidness,-0.0,argeeableness
Reaction and Decision Speed,Routine seeking,-0.0,argeeableness
Reaction and Decision Speed,Cold efficiency,-0.0,argeeableness
Reaction and Decision Speed,Judging-Perceiving,-0.0,argeeableness
Reaction and Decision Speed,Self control,-0.2,argeeableness
Reaction and Decision Speed,Type A,-0.0,argeeableness
Reaction and Decision Speed,Achievement via Independence,-0.0,argeeableness
Reaction and Decision Speed,Rugged individualism,-0.0,argeeableness
Simple Reaction Time,Agreeableness,-0.0,argeeableness
Simple Reaction Time,Compassion,,argeeableness
Simple Reaction Time,Politeness,-0.33166247903553997,argeeableness
Simple Reaction Time,Tender Mindedness,-0.0,argeeableness
Simple Reaction Time,Nurturance,-0.0,argeeableness
Simple Reaction Time,Cooperation,-0.0,argeeableness
Simple Reaction Time,Lack of aggression,,argeeableness
Simple Reaction Time,Modesty,-0.0,argeeableness
Simple Reaction Time,Non manipulative,-0.0,argeeableness
Simple Reaction Time,Warmth,,argeeableness
Simple Reaction Time,Interpersonal sensitivity,-0.0,argeeableness
Simple Reaction Time,Customer service,-0.0,argeeableness
Simple Reaction Time,Trust,,argeeableness
Simple Reaction Time,Machiavellianism,-0.0,argeeableness
Simple Reaction Time,Self monitoring,-0.0,argeeableness
Simple Reaction Time,Conscientiousness,,argeeableness
Simple Reaction Time,Industriousness,,argeeableness
Simple Reaction Time,Orderliness,-0.31622776601683794,argeeableness
Simple Reaction Time,Achievement,-0.1414213562373095,argeeableness
Simple Reaction Time,Persistence,,argeeableness
Simple Reaction Time,Dependability,-0.0,argeeableness
Simple Reaction Time,Cautiousness,-0.37416573867739417,argeeableness
Simple Reaction Time,Orderliness,-0.0,argeeableness
Simple Reaction Time,Procrastination avoidness,-0.0,argeeableness
Simple Reaction Time,Routine seeking,-0.0,argeeableness
Simple Reaction Time,Cold efficiency,-0.0,argeeableness
Simple Reaction Time,Judging-Perceiving,-0.0,argeeableness
Simple Reaction Time,Self control,,argeeableness
Simple Reaction Time,Type A,,argeeableness
Simple Reaction Time,Achievement via Independence,-0.0,argeeableness
Simple Reaction Time,Rugged individualism,-0.0,argeeableness
Choice Reaction Time,Agreeableness,,argeeableness
Choice Reaction Time,Compassion,-0.0,argeeableness
Choice Reaction Time,Politeness,-0.0,argeeableness
Choice Reaction Time,Tender Mindedness,-0.0,argeeableness
Choice Reaction Time,Nurturance,-0.0,argeeableness
Choice Reaction Time,Cooperation,-0.0,argeeableness
Choice Reaction Time,Lack of aggression,-0.0,argeeableness
Choice Reaction Time,Modesty,-0.0,argeeableness
Choice Reaction Time,Non manipulative,-0.0,argeeableness
Choice Reaction Time,Warmth,-0.0,argeeableness
Choice Reaction Time,Interpersonal sensitivity,-0.0,argeeableness
Choice Reaction Time,Customer service,-0.0,argeeableness
Choice Reaction Time,Trust,-0.0,argeeableness
Choice Reaction Time,Machiavellianism,-0.0,argeeableness
Choice Reaction Time,Self monitoring,-0.0,argeeableness
Choice Reaction Time,Conscientiousness,,argeeableness
Choice Reaction Time,Industriousness,-0.0,argeeableness
Choice Reaction Time,Orderliness,-0.0,argeeableness
Choice Reaction Time,Achievement,,argeeableness
Choice Reaction Time,Persistence,-0.0,argeeableness
Choice Reaction Time,Dependability,-0.0,argeeableness
Choice Reaction Time,Cautiousness,-0.22360679774997896,argeeableness
Choice Reaction Time,Orderliness,-0.0,argeeableness
Choice Reaction Time,Procrastination avoidness,-0.0,argeeableness
Choice Reaction Time,Routine seeking,-0.0,argeeableness
Choice Reaction Time,Cold efficiency,-0.0,argeeableness
Choice Reaction Time,Judging-Perceiving,-0.0,argeeableness
Choice Reaction Time,Self control,-0.0,argeeableness
Choice Reaction Time,Type A,,argeeableness
Choice Reaction Time,Achievement via Independence,-0.0,argeeableness
Choice Reaction Time,Rugged individualism,-0.0,argeeableness
Decision Time,Agreeableness,-0.1,argeeableness
Decision Time,Compassion,-0.0,argeeableness
Decision Time,Politeness,-0.0,argeeableness
Decision Time,Tender Mindedness,-0.0,argeeableness
Decision Time,Nurturance,-0.0,argeeableness
Decision Time,Cooperation,-0.0,argeeableness
Decision Time,Lack of aggression,-0.0,argeeableness
Decision Time,Modesty,-0.0,argeeableness
Decision Time,Non manipulative,-0.0,argeeableness
Decision Time,Warmth,-0.0,argeeableness
Decision Time,Interpersonal sensitivity,-0.0,argeeableness
Decision Time,Customer service,-0.0,argeeableness
Decision Time,Trust,-0.0,argeeableness
Decision Time,Machiavellianism,-0.0,argeeableness
Decision Time,Self monitoring,-0.0,argeeableness
Decision Time,Conscientiousness,,argeeableness
Decision Time,Industriousness,-0.0,argeeableness
Decision Time,Orderliness,-0.0,argeeableness
Decision Time,Achievement,-0.2,argeeableness
Decision Time,Persistence,-0.0,argeeableness
Decision Time,Dependability,-0.0,argeeableness
Decision Time,Cautiousness,-0.0,argeeableness
Decision Time,Orderliness,-0.0,argeeableness
Decision Time,Procrastination avoidness,-0.0,argeeableness
Decision Time,Routine seeking,-0.0,argeeableness
Decision Time,Cold efficiency,-0.0,argeeableness
Decision Time,Judging-Perceiving,-0.0,argeeableness
Decision Time,Self control,-0.22360679774997896,argeeableness
Decision Time,Type A,-0.0,argeeableness
Decision Time,Achievement via Independence,-0.0,argeeableness
Decision Time,Rugged individualism,-0.0,argeeableness
Movement Time,Agreeableness,-0.0,argeeableness
Movement Time,Compassion,-0.0,argeeableness
Movement Time,Politeness,-0.0,argeeableness
Movement Time,Tender Mindedness,-0.0,argeeableness
Movement Time,Nurturance,-0.0,argeeableness
Movement Time,Cooperation,-0.0,argeeableness
Movement Time,Lack of aggression,-0.0,argeeableness
Movement Time,Modesty,-0.0,argeeableness
Movement Time,Non manipulative,-0.0,argeeableness
Movement Time,Warmth,-0.0,argeeableness
Movement Time,Interpersonal sensitivity,-0.0,argeeableness
Movement Time,Customer service,-0.0,argeeableness
Movement Time,Trust,-0.0,argeeableness
Movement Time,Machiavellianism,-0.0,argeeableness
Movement Time,Self monitoring,-0.0,argeeableness
Movement Time,Conscientiousness,-0.0,argeeableness
Movement Time,Industriousness,-0.0,argeeableness
Movement Time,Orderliness,-0.0,argeeableness
Movement Time,Achievement,-0.0,argeeableness
Movement Time,Persistence,-0.0,argeeableness
Movement Time,Dependability,-0.0,argeeableness
Movement Time,Cautiousness,-0.0,argeeableness
Movement Time,Orderliness,-0.0,argeeableness
Movement Time,Procrastination avoidness,-0.0,argeeableness
Movement Time,Routine seeking,-0.0,argeeableness
Movement Time,Cold efficiency,-0.0,argeeableness
Movement Time,Judging-Perceiving,-0.0,argeeableness
Movement Time,Self control,-0.0,argeeableness
Movement Time,Type A,-0.0,argeeableness
Movement Time,Achievement via Independence,-0.0,argeeableness
Movement Time,Rugged individualism,-0.0,argeeableness
Semantic Processing Speed,Agreeableness,-0.458257569495584,argeeableness
Semantic Processing Speed,Compassion,-0.0,argeeableness
Semantic Processing Speed,Politeness,-0.0,argeeableness
Semantic Processing Speed,Tender Mindedness,-0.0,argeeableness
Semantic Processing Speed,Nurturance,-0.0,argeeableness
Semantic Processing Speed,Cooperation,-0.0,argeeableness
Semantic Processing Speed,Lack of aggression,-0.0,argeeableness
Semantic Processing Speed,Modesty,-0.0,argeeableness
Semantic Processing Speed,Non manipulative,-0.0,argeeableness
Semantic Processing Speed,Warmth,-0.6164414002968976,argeeableness
Semantic Processing Speed,Interpersonal sensitivity,-0.0,argeeableness
Semantic Processing Speed,Customer service,-0.0,argeeableness
Semantic Processing Speed,Trust,-0.0,argeeableness
Semantic Processing Speed,Machiavellianism,-0.0,argeeableness
Semantic Processing Speed,Self monitoring,-0.0,argeeableness
Semantic Processing Speed,Conscientiousness,-0.22360679774997896,argeeableness
Semantic Processing Speed,Industriousness,-0.0,argeeableness
Semantic Processing Speed,Orderliness,-0.0,argeeableness
Semantic Processing Speed,Achievement,-0.0,argeeableness
Semantic Processing Speed,Persistence,-0.7681145747868608,argeeableness
Semantic Processing Speed,Dependability,-0.0,argeeableness
Semantic Processing Speed,Cautiousness,-0.0,argeeableness
Semantic Processing Speed,Orderliness,-0.0,argeeableness
Semantic Processing Speed,Procrastination avoidness,-0.0,argeeableness
Semantic Processing Speed,Routine seeking,-0.0,argeeableness
Semantic Processing Speed,Cold efficiency,-0.0,argeeableness
Semantic Processing Speed,Judging-Perceiving,-0.0,argeeableness
Semantic Processing Speed,Self control,-0.0,argeeableness
Semantic Processing Speed,Type A,-0.0,argeeableness
Semantic Processing Speed,Achievement via Independence,-0.0,argeeableness
Semantic Processing Speed,Rugged individualism,-0.0,argeeableness
Inspection Time,Agreeableness,,argeeableness
Inspection Time,Compassion,-0.0,argeeableness
