ability,trait,value,table_name
Closure Speed,Customer service,0.0,argeeableness
Closure Speed,Trust,0.06,argeeableness
Closure Speed,Machiavellianism,0.0,argeeableness
Closure Speed,Self monitoring,0.0,argeeableness
Closure Speed,Conscientiousness,0.02,argeeableness
Closure Speed,Industriousness,0.02,argeeableness
Closure Speed,Orderliness,-0.01,argeeableness
Closure Speed,Achievement,0.06,argeeableness
Closure Speed,Persistence,0.12,argeeableness
Closure Speed,Dependability,0.09,argeeableness
Closure Speed,Cautiousness,-0.02,argeeableness
Closure Speed,Orderliness,-0.01,argeeableness
Closure Speed,Procrastination avoidness,0.0,argeeableness
Closure Speed,Routine seeking,-0.43,argeeableness
Closure Speed,Cold efficiency,-0.1,argeeableness
Closure Speed,Judging-Perceiving,0.02,argeeableness
Closure Speed,Self control,-0.12,argeeableness
Closure Speed,Type A,0.08,argeeableness
Closure Speed,Achievement via Independence,0.12,argeeableness
Closure Speed,Rugged individualism,0.08,argeeableness
Flexibility of Closure,Agreeableness,0.0,argeeableness
Flexibility of Closure,Compassion,0.0,argeeableness
Flexibility of Closure,Politeness,-0.04,argeeableness
Flexibility of Closure,Tender Mindedness,0.03,argeeableness
Flexibility of Closure,Nurturance,-0.05,argeeableness
Flexibility of Closure,Cooperation,0.03,argeeableness
Flexibility of Closure,Lack of aggression,0.0,argeeableness
Flexibility of Closure,Modesty,0.0,argeeableness
Flexibility of Closure,Non manipulative,0.06,argeeableness
Flexibility of Closure,Warmth,-0.02,argeeableness
Flexibility of Closure,Interpersonal sensitivity,0.02,argeeableness
Flexibility of Closure,Customer service,0.0,argeeableness
Flexibility of Closure,Trust,0.03,argeeableness
Flexibility of Closure,Machiavellianism,0.1,argeeableness
Flexibility of Closure,Self monitoring,0.0,argeeableness
Flexibility of Closure,Conscientiousness,-0.01,argeeableness
Flexibility of Closure,Industriousness,0.02,argeeableness
Flexibility of Closure,Orderliness,-0.06,argeeableness
Flexibility of Closure,Achievement,0.02,argeeableness
Flexibility of Closure,Persistence,-0.27,argeeableness
Flexibility of Closure,Dependability,0.1,argeeableness
Flexibility of Closure,Cautiousness,-0.05,argeeableness
Flexibility of Closure,Orderliness,-0.32,argeeableness
Flexibility of Closure,Procrastination avoidness,0.0,argeeableness
Flexibility of Closure,Routine seeking,-0.27,argeeableness
Flexibility of Closure,Cold efficiency,-0.1,argeeableness
Flexibility of Closure,Judging-Perceiving,-0.19,argeeableness
Flexibility of Closure,Self control,0.02,argeeableness
Flexibility of Closure,Type A,0.0,argeeableness
Flexibility of Closure,Achievement via Independence,0.28,argeeableness
Flexibility of Closure,Rugged individualism,0.03,argeeableness
Spatial Scanning,Agreeableness,0.01,argeeableness
Spatial Scanning,Compassion,0.0,argeeableness
Spatial Scanning,Politeness,0.0,argeeableness
Spatial Scanning,Tender Mindedness,0.0,argeeableness
Spatial Scanning,Nurturance,-0.05,argeeableness
Spatial Scanning,Cooperation,0.0,argeeableness
Spatial Scanning,Lack of aggression,-0.01,argeeableness
Spatial Scanning,Modesty,-0.14,argeeableness
Spatial Scanning,Non manipulative,0.04,argeeableness
Spatial Scanning,Warmth,-0.2,argeeableness
Spatial Scanning,Interpersonal sensitivity,0.0,argeeableness
Spatial Scanning,Customer service,0.0,argeeableness
Spatial Scanning,Trust,0.02,argeeableness
Spatial Scanning,Machiavellianism,0.0,argeeableness
Spatial Scanning,Self monitoring,0.0,argeeableness
Spatial Scanning,Conscientiousness,-0.02,argeeableness
Spatial Scanning,Industriousness,0.0,argeeableness
Spatial Scanning,Orderliness,-0.12,argeeableness
Spatial Scanning,Achievement,0.02,argeeableness
Spatial Scanning,Persistence,0.08,argeeableness
Spatial Scanning,Dependability,0.0,argeeableness
Spatial Scanning,Cautiousness,0.02,argeeableness
Spatial Scanning,Orderliness,0.16,argeeableness
Spatial Scanning,Procrastination avoidness,0.0,argeeableness
Spatial Scanning,Routine seeking,0.0,argeeableness
Spatial Scanning,Cold efficiency,0.0,argeeableness
Spatial Scanning,Judging-Perceiving,0.0,argeeableness
Spatial Scanning,Self control,-0.04,argeeableness
Spatial Scanning,Type A,0.0,argeeableness
Spatial Scanning,Achievement via Independence,0.0,argeeableness
Spatial Scanning,Rugged individualism,0.16,argeeableness
Perceptual Illusions,Agreeableness,-0.02,argeeableness
Perceptual Illusions,Compassion,0.0,argeeableness
Perceptual Illusions,Politeness,0.0,argeeableness
Perceptual Illusions,Tender Mindedness,0.0,argeeableness
Perceptual Illusions,Nurturance,0.0,argeeableness
Perceptual Illusions,Cooperation,0.0,argeeableness
Perceptual Illusions,Lack of aggression,0.0,argeeableness
Perceptual Illusions,Modesty,0.0,argeeableness
Perceptual Illusions,Non manipulative,0.0,argeeableness
Perceptual Illusions,Warmth,0.0,argeeableness
Perceptual Illusions,Interpersonal sensitivity,0.1,argeeableness
Perceptual Illusions,Customer service,0.0,argeeableness
Perceptual Illusions,Trust,0.0,argeeableness
Perceptual Illusions,Machiavellianism,0.0,argeeableness
Perceptual Illusions,Self monitoring,0.0,argeeableness
Perceptual Illusions,Conscientiousness,0.01,argeeableness
Perceptual Illusions,Industriousness,0.0,argeeableness
Perceptual Illusions,Orderliness,0.0,argeeableness
Perceptual Illusions,Achievement,0.0,argeeableness
Perceptual Illusions,Persistence,0.0,argeeableness
Perceptual Illusions,Dependability,0.01,argeeableness
Perceptual Illusions,Cautiousness,0.0,argeeableness
Perceptual Illusions,Orderliness,0.0,argeeableness
Perceptual Illusions,Procrastination avoidness,0.0,argeeableness
Perceptual Illusions,Routine seeking,-0.14,argeeableness
Perceptual Illusions,Cold efficiency,0.0,argeeableness
Perceptual Illusions,Judging-Perceiving,0.0,argeeableness
Perceptual Illusions,Self control,-0.04,argeeableness
Perceptual Illusions,Type A,0.0,argeeableness
Perceptual Illusions,Achievement via Independence,0.16,argeeableness
Perceptual Illusions,Rugged individualism,0.12,argeeableness
Visual Memory,Agreeableness,-0.05,argeeableness
Visual Memory,Compassion,0.0,argeeableness
Visual Memory,Politeness,0.0,argeeableness
Visual Memory,Tender Mindedness,0.0,argeeableness
Visual Memory,Nurturance,0.0,argeeableness
Visual Memory,Cooperation,0.0,argeeableness
Visual Memory,Lack of aggression,0.0,argeeableness
Visual Memory,Modesty,0.0,argeeableness
Visual Memory,Non manipulative,-0.02,argeeableness
Visual Memory,Warmth,-0.09,argeeableness
Visual Memory,Interpersonal sensitivity,0.0,argeeableness
Visual Memory,Customer service,0.0,argeeableness
Visual Memory,Trust,0.04,argeeableness
Visual Memory,Machiavellianism,0.0,argeeableness
Visual Memory,Self monitoring,0.0,argeeableness
Visual Memory,Conscientiousness,0.04,argeeableness
Visual Memory,Industriousness,0.12,argeeableness
Visual Memory,Orderliness,-0.04,argeeableness
Visual Memory,Achievement,0.0,argeeableness
Visual Memory,Persistence,0.0,argeeableness
Visual Memory,Dependability,0.0,argeeableness
Visual Memory,Cautiousness,0.04,argeeableness
Visual Memory,Orderliness,0.0,argeeableness
Visual Memory,Procrastination avoidness,0.0,argeeableness
Visual Memory,Routine seeking,0.0,argeeableness
Visual Memory,Cold efficiency,0.0,argeeableness
Visual Memory,Judging-Perceiving,-0.09,argeeableness
Visual Memory,Self control,0.0,argeeableness
Visual Memory,Type A,0.0,argeeableness
Visual Memory,Achievement via Independence,0.0,argeeableness
Visual Memory,Rugged individualism,0.0,argeeableness
Auditory Processing,Agreeableness,0.0,argeeableness
Auditory Processing,Compassion,0.0,argeeableness
Auditory Processing,Politeness,0.0,argeeableness
Auditory Processing,Tender Mindedness,0.0,argeeableness
Auditory Processing,Nurturance,0.0,argeeableness
Auditory Processing,Cooperation,0.0,argeeableness
Auditory Processing,Lack of aggression,0.0,argeeableness
Auditory Processing,Modesty,0.0,argeeableness
Auditory Processing,Non manipulative,-0.19,argeeableness
Auditory Processing,Warmth,0.02,argeeableness
Auditory Processing,Interpersonal sensitivity,0.03,argeeableness
Auditory Processing,Customer service,0.0,argeeableness
Auditory Processing,Trust,-0.08,argeeableness
Auditory Processing,Machiavellianism,0.0,argeeableness
Auditory Processing,Self monitoring,0.0,argeeableness
Auditory Processing,Conscientiousness,0.0,argeeableness
Auditory Processing,Industriousness,0.0,argeeableness
Auditory Processing,Orderliness,-0.02,argeeableness
Auditory Processing,Achievement,0.92,argeeableness
Auditory Processing,Persistence,0.0,argeeableness
Auditory Processing,Dependability,0.0,argeeableness
Auditory Processing,Cautiousness,0.0,argeeableness
Auditory Processing,Orderliness,0.0,argeeableness
Auditory Processing,Procrastination avoidness,0.0,argeeableness
Auditory Processing,Routine seeking,0.0,argeeableness
Auditory Processing,Cold efficiency,0.0,argeeableness
Auditory Processing,Judging-Perceiving,-0.62,argeeableness
Auditory Processing,Self control,0.0,argeeableness
Auditory Processing,Type A,0.0,argeeableness
Auditory Processing,Achievement via Independence,0.0,argeeableness
Auditory Processing,Rugged individualism,0.37,argeeableness
Processing Speed,Agreeableness,-0.05,argeeableness
Processing Speed,Compassion,0.05,argeeableness
Processing Speed,Politeness,0.0,argeeableness
Processing Speed,Tender Mindedness,0.0,argeeableness
Processing Speed,Nurturance,0.0,argeeableness
Processing Speed,Cooperation,0.19,argeeableness
Processing Speed,Lack of aggression,-0.09,argeeableness
Processing Speed,Modesty,0.0,argeeableness
Processing Speed,Non manipulative,0.0,argeeableness
Processing Speed,Warmth,0.0,argeeableness
Processing Speed,Interpersonal sensitivity,0.03,argeeableness
Processing Speed,Customer service,0.04,argeeableness
Processing Speed,Trust,-0.09,argeeableness
Processing Speed,Machiavellianism,0.0,argeeableness
Processing Speed,Self monitoring,0.0,argeeableness
Processing Speed,Conscientiousness,0.15,argeeableness
Processing Speed,Industriousness,0.0,argeeableness
Processing Speed,Orderliness,-0.13,argeeableness
Processing Speed,Achievement,0.06,argeeableness
Processing Speed,Persistence,0.05,argeeableness
Processing Speed,Dependability,0.07,argeeableness
Processing Speed,Cautiousness,-0.11,argeeableness
Processing Speed,Orderliness,0.07,argeeableness
Processing Speed,Procrastination avoidness,0.0,argeeableness
Processing Speed,Routine seeking,0.0,argeeableness
Processing Speed,Cold efficiency,0.0,argeeableness
Processing Speed,Judging-Perceiving,-0.27,argeeableness
Processing Speed,Self control,0.0,argeeableness
Processing Speed,Type A,0.0,argeeableness
Processing Speed,Achievement via Independence,0.11,argeeableness
Processing Speed,Rugged individualism,0.1,argeeableness
Perceptual Speed,Agreeableness,0.03,argeeableness
Perceptual Speed,Compassion,0.17,argeeableness
Perceptual Speed,Politeness,0.05,argeeableness
Perceptual Speed,Tender Mindedness,0.0,argeeableness
Perceptual Speed,Nurturance,0.01,argeeableness
Perceptual Speed,Cooperation,-0.04,argeeableness
Perceptual Speed,Lack of aggression,0.08,argeeableness
Perceptual Speed,Modesty,-0.08,argeeableness
Perceptual Speed,Non manipulative,0.0,argeeableness
Perceptual Speed,Warmth,0.06,argeeableness
Perceptual Speed,Interpersonal sensitivity,0.12,argeeableness
Perceptual Speed,Customer service,0.02,argeeableness
Perceptual Speed,Trust,0.02,argeeableness
Perceptual Speed,Machiavellianism,0.04,argeeableness
Perceptual Speed,Self monitoring,0.0,argeeableness
Perceptual Speed,Conscientiousness,0.05,argeeableness
Perceptual Speed,Industriousness,0.16,argeeableness
Perceptual Speed,Orderliness,0.05,argeeableness
Perceptual Speed,Achievement,0.04,argeeableness
Perceptual Speed,Persistence,0.12,argeeableness
Perceptual Speed,Dependability,0.05,argeeableness
Perceptual Speed,Cautiousness,-0.07,argeeableness
Perceptual Speed,Orderliness,0.19,argeeableness
Perceptual Speed,Procrastination avoidness,-0.43,argeeableness
Perceptual Speed,Routine seeking,-0.25,argeeableness
Perceptual Speed,Cold efficiency,0.06,argeeableness
Perceptual Speed,Judging-Perceiving,0.01,argeeableness
Perceptual Speed,Self control,0.05,argeeableness
Perceptual Speed,Type A,0.09,argeeableness
Perceptual Speed,Achievement via Independence,0.18,argeeableness
Perceptual Speed,Rugged individualism,0.01,argeeableness
Scanning,Agreeableness,0.05,argeeableness
Scanning,Compassion,0.13,argeeableness
Scanning,Politeness,0.03,argeeableness
Scanning,Tender Mindedness,-0.02,argeeableness
Scanning,Nurturance,0.02,argeeableness
Scanning,Cooperation,0.06,argeeableness
Scanning,Lack of aggression,0.05,argeeableness
Scanning,Modesty,0.0,argeeableness
Scanning,Non manipulative,0.02,argeeableness
Scanning,Warmth,0.06,argeeableness
Scanning,Interpersonal sensitivity,0.0,argeeableness
Scanning,Customer service,-0.04,argeeableness
Scanning,Trust,0.03,argeeableness
Scanning,Machiavellianism,0.04,argeeableness
Scanning,Self monitoring,0.0,argeeableness
Scanning,Conscientiousness,0.06,argeeableness
Scanning,Industriousness,0.13,argeeableness
Scanning,Orderliness,0.07,argeeableness
Scanning,Achievement,0.06,argeeableness
Scanning,Persistence,0.05,argeeableness
Scanning,Dependability,0.03,argeeableness
Scanning,Cautiousness,-0.02,argeeableness
Scanning,Orderliness,0.17,argeeableness
Scanning,Procrastination avoidness,0.0,argeeableness
Scanning,Routine seeking,0.0,argeeableness
Scanning,Cold efficiency,-0.14,argeeableness
Scanning,Judging-Perceiving,-0.05,argeeableness
Scanning,Self control,0.02,argeeableness
Scanning,Type A,0.0,argeeableness
Scanning,Achievement via Independence,0.09,argeeableness
Scanning,Rugged individualism,-0.09,argeeableness
Pattern Recognition,Agreeableness,-0.14,argeeableness
Pattern Recognition,Compassion,0.0,argeeableness
Pattern Recognition,Politeness,0.0,argeeableness
Pattern Recognition,Tender Mindedness,0.0,argeeableness
Pattern Recognition,Nurturance,0.0,argeeableness
Pattern Recognition,Cooperation,0.0,argeeableness
Pattern Recognition,Lack of aggression,-0.05,argeeableness
Pattern Recognition,Modesty,0.0,argeeableness
Pattern Recognition,Non manipulative,0.0,argeeableness
Pattern Recognition,Warmth,-0.09,argeeableness
Pattern Recognition,Interpersonal sensitivity,0.0,argeeableness
Pattern Recognition,Customer service,0.0,argeeableness
Pattern Recognition,Trust,0.0,argeeableness
Pattern Recognition,Machiavellianism,0.0,argeeableness
Pattern Recognition,Self monitoring,0.0,argeeableness
Pattern Recognition,Conscientiousness,-0.19,argeeableness
Pattern Recognition,Industriousness,-0.03,argeeableness
Pattern Recognition,Orderliness,0.0,argeeableness
Pattern Recognition,Achievement,0.0,argeeableness
Pattern Recognition,Persistence,0.0,argeeableness
Pattern Recognition,Dependability,0.0,argeeableness
Pattern Recognition,Cautiousness,-0.19,argeeableness
Pattern Recognition,Orderliness,0.0,argeeableness
Pattern Recognition,Procrastination avoidness,0.0,argeeableness
Pattern Recognition,Routine seeking,0.0,argeeableness
Pattern Recognition,Cold efficiency,0.0,argeeableness
Pattern Recognition,Judging-Perceiving,0.0,argeeableness
Pattern Recognition,Self control,0.0,argeeableness
Pattern Recognition,Type A,0.0,argeeableness
Pattern Recognition,Achievement via Independence,0.0,argeeableness
Pattern Recognition,Rugged individualism,-0.09,argeeableness
Number Facility,Agreeableness,0.0,argeeableness
Number Facility,Compassion,0.15,argeeableness
Number Facility,Politeness,0.0,argeeableness
Number Facility,Tender Mindedness,0.0,argeeableness
Number Facility,Nurturance,0.0,argeeableness
Number Facility,Cooperation,0.19,argeeableness
Number Facility,Lack of aggression,0.0,argeeableness
Number Facility,Modesty,0.0,argeeableness
Number Facility,Non manipulative,0.09,argeeableness
Number Facility,Warmth,0.05,argeeableness
Number Facility,Interpersonal sensitivity,-0.05,argeeableness
Number Facility,Customer service,0.0,argeeableness
Number Facility,Trust,0.04,argeeableness
Number Facility,Machiavellianism,0.05,argeeableness
Number Facility,Self monitoring,0.0,argeeableness
Number Facility,Conscientiousness,0.25,argeeableness
Number Facility,Industriousness,0.2,argeeableness
Number Facility,Orderliness,0.11,argeeableness
Number Facility,Achievement,0.03,argeeableness
Number Facility,Persistence,0.04,argeeableness
Number Facility,Dependability,0.16,argeeableness
Number Facility,Cautiousness,0.01,argeeableness
Number Facility,Orderliness,0.18,argeeableness
Number Facility,Procrastination avoidness,0.0,argeeableness
Number Facility,Routine seeking,-0.11,argeeableness
Number Facility,Cold efficiency,0.09,argeeableness
Number Facility,Judging-Perceiving,-0.03,argeeableness
Number Facility,Self control,0.0,argeeableness
Number Facility,Type A,0.0,argeeableness
Number Facility,Achievement via Independence,0.14,argeeableness
Number Facility,Rugged individualism,0.06,argeeableness
Reaction and Decision Speed,Agreeableness,-0.01,argeeableness
Reaction and Decision Speed,Compassion,0.0,argeeableness
Reaction and Decision Speed,Politeness,0.0,argeeableness
Reaction and Decision Speed,Tender Mindedness,0.0,argeeableness
Reaction and Decision Speed,Nurturance,0.0,argeeableness
Reaction and Decision Speed,Cooperation,0.0,argeeableness
Reaction and Decision Speed,Lack of aggression,0.0,argeeableness
Reaction and Decision Speed,Modesty,0.0,argeeableness
Reaction and Decision Speed,Non manipulative,0.0,argeeableness
Reaction and Decision Speed,Warmth,0.0,argeeableness
Reaction and Decision Speed,Interpersonal sensitivity,0.0,argeeableness
Reaction and Decision Speed,Customer service,0.0,argeeableness
Reaction and Decision Speed,Trust,0.0,argeeableness
Reaction and Decision Speed,Machiavellianism,0.0,argeeableness
Reaction and Decision Speed,Self monitoring,0.0,argeeableness
Reaction and Decision Speed,Conscientiousness,0.02,argeeableness
Reaction and Decision Speed,Industriousness,0.0,argeeableness
Reaction and Decision Speed,Orderliness,0.04,argeeableness
Reaction and Decision Speed,Achievement,0.0,argeeableness
Reaction and Decision Speed,Persistence,0.0,argeeableness
Reaction and Decision Speed,Dependability,0.0,argeeableness
Reaction and Decision Speed,Cautiousness,-0.16,argeeableness
Reaction and Decision Speed,Orderliness,0.0,argeeableness
Reaction and Decision Speed,Procrastination avoidness,0.0,argeeableness
Reaction and Decision Speed,Routine seeking,0.0,argeeableness
Reaction and Decision Speed,Cold efficiency,0.0,argeeableness
Reaction and Decision Speed,Judging-Perceiving,0.0,argeeableness
Reaction and Decision Speed,Self control,-0.04,argeeableness
Reaction and Decision Speed,Type A,0.0,argeeableness
Reaction and Decision Speed,Achievement via Independence,0.0,argeeableness
Reaction and Decision Speed,Rugged individualism,0.0,argeeableness
Simple Reaction Time,Agreeableness,0.0,argeeableness
Simple Reaction Time,Compassion,0.14,argeeableness
Simple Reaction Time,Politeness,-0.11,argeeableness
Simple Reaction Time,Tender Mindedness,0.0,argeeableness
Simple Reaction Time,Nurturance,0.0,argeeableness
Simple Reaction Time,Cooperation,0.0,argeeableness
Simple Reaction Time,Lack of aggression,0.03,argeeableness
Simple Reaction Time,Modesty,0.0,argeeableness
Simple Reaction Time,Non manipulative,0.0,argeeableness
Simple Reaction Time,Warmth,0.08,argeeableness
Simple Reaction Time,Interpersonal sensitivity,0.0,argeeableness
Simple Reaction Time,Customer service,0.0,argeeableness
Simple Reaction Time,Trust,0.04,argeeableness
Simple Reaction Time,Machiavellianism,0.0,argeeableness
Simple Reaction Time,Self monitoring,0.0,argeeableness
Simple Reaction Time,Conscientiousness,0.02,argeeableness
Simple Reaction Time,Industriousness,0.06,argeeableness
Simple Reaction Time,Orderliness,-0.1,argeeableness
Simple Reaction Time,Achievement,-0.02,argeeableness
Simple Reaction Time,Persistence,0.06,argeeableness
Simple Reaction Time,Dependability,0.0,argeeableness
Simple Reaction Time,Cautiousness,-0.14,argeeableness
Simple Reaction Time,Orderliness,0.0,argeeableness
Simple Reaction Time,Procrastination avoidness,0.0,argeeableness
Simple Reaction Time,Routine seeking,0.0,argeeableness
Simple Reaction Time,Cold efficiency,0.0,argeeableness
Simple Reaction Time,Judging-Perceiving,0.0,argeeableness
Simple Reaction Time,Self control,0.01,argeeableness
Simple Reaction Time,Type A,0.07,argeeableness
Simple Reaction Time,Achievement via Independence,0.0,argeeableness
Simple Reaction Time,Rugged individualism,0.0,argeeableness
Choice Reaction Time,Agreeableness,0.02,argeeableness
Choice Reaction Time,Compassion,0.0,argeeableness
Choice Reaction Time,Politeness,0.0,argeeableness
Choice Reaction Time,Tender Mindedness,0.0,argeeableness
Choice Reaction Time,Nurturance,0.0,argeeableness
Choice Reaction Time,Cooperation,0.0,argeeableness
Choice Reaction Time,Lack of aggression,0.0,argeeableness
Choice Reaction Time,Modesty,0.0,argeeableness
Choice Reaction Time,Non manipulative,0.0,argeeableness
Choice Reaction Time,Warmth,0.0,argeeableness
Choice Reaction Time,Interpersonal sensitivity,0.0,argeeableness
Choice Reaction Time,Customer service,0.0,argeeableness
Choice Reaction Time,Trust,0.0,argeeableness
Choice Reaction Time,Machiavellianism,0.0,argeeableness
Choice Reaction Time,Self monitoring,0.0,argeeableness
Choice Reaction Time,Conscientiousness,0.05,argeeableness
Choice Reaction Time,Industriousness,0.0,argeeableness
Choice Reaction Time,Orderliness,0.0,argeeableness
Choice Reaction Time,Achievement,0.02,argeeableness
Choice Reaction Time,Persistence,0.0,argeeableness
Choice Reaction Time,Dependability,0.0,argeeableness
Choice Reaction Time,Cautiousness,-0.05,argeeableness
Choice Reaction Time,Orderliness,0.0,argeeableness
Choice Reaction Time,Procrastination avoidness,0.0,argeeableness
Choice Reaction Time,Routine seeking,0.0,argeeableness
Choice Reaction Time,Cold efficiency,0.0,argeeableness
Choice Reaction Time,Judging-Perceiving,0.0,argeeableness
Choice Reaction Time,Self control,0.0,argeeableness
Choice Reaction Time,Type A,0.04,argeeableness
Choice Reaction Time,Achievement via Independence,0.0,argeeableness
Choice Reaction Time,Rugged individualism,0.0,argeeableness
Decision Time,Agreeableness,-0.01,argeeableness
Decision Time,Compassion,0.0,argeeableness
Decision Time,Politeness,0.0,argeeableness
Decision Time,Tender Mindedness,0.0,argeeableness
Decision Time,Nurturance,0.0,argeeableness
Decision Time,Cooperation,0.0,argeeableness
Decision Time,Lack of aggression,0.0,argeeableness
Decision Time,Modesty,0.0,argeeableness
Decision Time,Non manipulative,0.0,argeeableness
Decision Time,Warmth,0.0,argeeableness
Decision Time,Interpersonal sensitivity,0.0,argeeableness
Decision Time,Customer service,0.0,argeeableness
Decision Time,Trust,0.0,argeeableness
Decision Time,Machiavellianism,0.0,argeeableness
Decision Time,Self monitoring,0.0,argeeableness
Decision Time,Conscientiousness,0.0,argeeableness
Decision Time,Industriousness,0.0,argeeableness
Decision Time,Orderliness,0.0,argeeableness
Decision Time,Achievement,-0.04,argeeableness
Decision Time,Persistence,0.0,argeeableness
Decision Time,Dependability,0.0,argeeableness
Decision Time,Cautiousness,0.0,argeeableness
Decision Time,Orderliness,0.0,argeeableness
Decision Time,Procrastination avoidness,0.0,argeeableness
Decision Time,Routine seeking,0.0,argeeableness
Decision Time,Cold efficiency,0.0,argeeableness
Decision Time,Judging-Perceiving,0.0,argeeableness
Decision Time,Self control,-0.05,argeeableness
Decision Time,Type A,0.0,argeeableness
Decision Time,Achievement via Independence,0.0,argeeableness
Decision Time,Rugged individualism,0.0,argeeableness
Movement Time,Agreeableness,0.0,argeeableness
Movement Time,Compassion,0.0,argeeableness
Movement Time,Politeness,0.0,argeeableness
Movement Time,Tender Mindedness,0.0,argeeableness
Movement Time,Nurturance,0.0,argeeableness
Movement Time,Cooperation,0.0,argeeableness
Movement Time,Lack of aggression,0.0,argeeableness
Movement Time,Modesty,0.0,argeeableness
Movement Time,Non manipulative,0.0,argeeableness
Movement Time,Warmth,0.0,argeeableness
Movement Time,Interpersonal sensitivity,0.0,argeeableness
Movement Time,Customer service,0.0,argeeableness
Movement Time,Trust,0.0,argeeableness
Movement Time,Machiavellianism,0.0,argeeableness
Movement Time,Self monitoring,0.0,argeeableness
Movement Time,Conscientiousness,0.0,argeeableness
Movement Time,Industriousness,0.0,argeeableness
Movement Time,Orderliness,0.0,argeeableness
Movement Time,Achievement,0.0,argeeableness
Movement Time,Persistence,0.0,argeeableness
Movement Time,Dependability,0.0,argeeableness
Movement Time,Cautiousness,0.0,argeeableness
Movement Time,Orderliness,0.0,argeeableness
Movement Time,Procrastination avoidness,0.0,argeeableness
Movement Time,Routine seeking,0.0,argeeableness
Movement Time,Cold efficiency,0.0,argeeableness
Movement Time,Judging-Perceiving,0.0,argeeableness
Movement Time,Self control,0.0,argeeableness
Movement Time,Type A,0.0,argeeableness
Movement Time,Achievement via Independence,0.0,argeeableness
Movement Time,Rugged individualism,0.0,argeeableness
Semantic Processing Speed,Agreeableness,-0.21,argeeableness
Semantic Processing Speed,Compassion,0.0,argeeableness
Semantic Processing Speed,Politeness,0.0,argeeableness
Semantic Processing Speed,Tender Mindedness,0.0,argeeableness
Semantic Processing Speed,Nurturance,0.0,argeeableness
Semantic Processing Speed,Cooperation,0.0,argeeableness
Semantic Processing Speed,Lack of aggression,0.0,argeeableness
Semantic Processing Speed,Modesty,0.0,argeeableness
Semantic Processing Speed,Non manipulative,0.0,argeeableness
Semantic Processing Speed,Warmth,-0.38,argeeableness
Semantic Processing Speed,Interpersonal sensitivity,0.0,argeeableness
Semantic Processing Speed,Customer service,0.0,argeeableness
Semantic Processing Speed,Trust,0.0,argeeableness
Semantic Processing Speed,Machiavellianism,0.0,argeeableness
Semantic Processing Speed,Self monitoring,0.0,argeeableness
Semantic Processing Speed,Conscientiousness,-0.05,argeeableness
Semantic Processing Speed,Industriousness,0.0,argeeableness
Semantic Processing Speed,Orderliness,0.0,argeeableness
Semantic Processing Speed,Achievement,0.0,argeeableness
Semantic Processing Speed,Persistence,-0.59,argeeableness
Semantic Processing Speed,Dependability,0.0,argeeableness
Semantic Processing Speed,Cautiousness,0.0,argeeableness
Semantic Processing Speed,Orderliness,0.0,argeeableness
Semantic Processing Speed,Procrastination avoidness,0.0,argeeableness
Semantic Processing Speed,Routine seeking,0.0,argeeableness
Semantic Processing Speed,Cold efficiency,0.0,argeeableness
Semantic Processing Speed,Judging-Perceiving,0.0,argeeableness
Semantic Processing Speed,Self control,0.0,argeeableness
Semantic Processing Speed,Type A,0.0,argeeableness
Semantic Processing Speed,Achievement via Independence,0.0,argeeableness
Semantic Processing Speed,Rugged individualism,0.0,argeeableness
Inspection Time,Agreeableness,0.01,argeeableness
Inspection Time,Compassion,0.0,argeeableness
Inspection Time,Politeness,0.0,argeeableness
Inspection Time,Tender Mindedness,0.0,argeeableness
Inspection Time,Nurturance,0.0,argeeableness
Inspection Time,Cooperation,0.0,argeeableness
Inspection Time,Lack of aggression,0.0,argeeableness
Inspection Time,Modesty,0.0,argeeableness
Inspection Time,Non manipulative,0.0,argeeableness
Inspection Time,Warmth,0.0,argeeableness
Inspection Time,Interpersonal sensitivity,0.0,argeeableness
Inspection Time,Customer service,0.0,argeeableness
Inspection Time,Trust,0.0,argeeableness
Inspection Time,Machiavellianism,0.0,argeeableness
Inspection Time,Self monitoring,0.0,argeeableness
Inspection Time,Conscientiousness,-0.09,argeeableness
Inspection Time,Industriousness,-0.08,argeeableness
Inspection Time,Orderliness,0.0,argeeableness
Inspection Time,Achievement,0.04,argeeableness
Inspection Time,Persistence,0.0,argeeableness
Inspection Time,Dependability,-0.21,argeeableness
Inspection Time,Cautiousness,0.02,argeeableness
Inspection Time,Orderliness,-0.11,argeeableness
Inspection Time,Procrastination avoidness,0.0,argeeableness
Inspection Time,Routine seeking,0.0,argeeableness
Inspection Time,Cold efficiency,0.0,argeeableness
Inspection Time,Judging-Perceiving,0.0,argeeableness
Inspection Time,Self control,0.05,argeeableness
Inspection Time,Type A,0.0,argeeableness
Inspection Time,Achievement via Independence,0.0,argeeableness
Inspection Time,Rugged individualism,0.0,argeeableness
Mental Comparison Speed,Agreeableness,0.09,argeeableness
Mental Comparison Speed,Compassion,0.07,argeeableness
Mental Comparison Speed,Politeness,-0.02,argeeableness
Mental Comparison Speed,Tender Mindedness,0.0,argeeableness
Mental Comparison Speed,Nurturance,0.0,argeeableness
Mental Comparison Speed,Cooperation,0.0,argeeableness
Mental Comparison Speed,Lack of aggression,0.0,argeeableness
Mental Comparison Speed,Modesty,0.0,argeeableness
